,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Question
240,240,7,0.2227,"include, answer, expect, consist, lane, skiplist, cubic, program, sqrt, information","['list', 'consist', 'item', 'many', 'lane', 'present', 'answer', 'include', 'lane']","A skip list consists of 64 items. How many lanes are present? (Answer should include lane 0)
"
241,241,0,0.0167,"vertex, edge, graph, change, show, matrix, also, if, formula, name",[],"What is 2^35 mod 7?
"
242,242,45,0.103699997,"secure, deprecate, protocol, ssl, security, transfer, socket, hypertext, layer, transport","['follow', 'protocol', 'deprecate']","Which of the following protocols are now deprecated?
"
243,243,38,0.425599992,"datum, structure, data, space, implement, possible, memory, store, work, for","['developer', 'work', 'software', 'store', 'email', 'associate', 'digit', 'number', 'software', 'able', 'find', 'email', 'associate', 'give', 'quickly', 'data', 'structure', 'appropriate', 'store']","A developer is working on a software that stores emails and the associated username which is a 6 digit number. The software has to be able to find the email associated with a given username quickly. Which data structure is most appropriate to store these?
"
244,244,24,0.063600004,"value, balance, rotation, unbalanced, clockwise, become, dependant, occur, bst, insert","['compute', 'value']","Compute the value of x:5^25=x mod(13)
"
245,245,30,0.133100003,"true, statement, big, follow, planation, factor, notation, position, rule, omega","['consider', 'follow', 'function', 'nselect', 'true', 'statement']","Consider the following functions:f(n) = 5n^2 , g(n) = 10n^2 and h(n) = 10^nSelect the true statement below:
"
246,246,23,0.323100001,"hash, table, bucket, open, insert, close, key, function, slot, closed","['close', 'hashtable', 'linear_probing', 'hash', 'function', 'form', 'slot', 'if', 'insert', 'element', 'order', 'end']","Use a standard closed hashtable with linear probing and the hash function has the form h(x) = x % 6 with slots 0, ... , 5. If you insert the elements 28, 43, 12, 7, 37,13 in that order, what does the hashtable look like at the end?
"
247,247,23,0.105599999,"hash, table, bucket, open, insert, close, key, function, slot, closed","['follow', 'valid', 'advice', 'hash', 'password']","Which of the following is valid advice when hashing passwords.
"
248,248,29,0.202999994,"for, time, complexity, search, runtime, function, none, follow, correct, give","['average', 'time', 'complexity', 'for', 'search', 'skip', 'list']","What is the average time complexity for searching in a Skip List?
"
249,249,23,0.393099993,"hash, table, bucket, open, insert, close, key, function, slot, closed","['closed', 'hash', 'table', 'linear_probing', 'use', 'function', 'hash', 'function', 'slot', 'element', 'insert', 'hash', 'table', 'order', 'result', 'hash', 'table']","A closed Hash-table with linear probing uses the function h(x) = x % 5 as a hash function and has slots 0,1,2,3,4.When the elements, (13, 4, 19, 5, 27), are inserted into the Hash-table in order, what is the resulting Hash-table?
"
250,250,0,0.0167,"vertex, edge, graph, change, show, matrix, also, if, formula, name",[],"What is the shortest path from u to z?
"
251,251,40,0.1285,"number, find, take, step, item, average, many, give, second, if","['say', 'need', 'create', 'close', 'hash', 'table', 'store', 'item', 'find', 'item', 'roughly', 'stepshow', 'many', 'bucket', 'need']","Say you need to create a Closed Hash Table that can store up to 5000 items and can find an item in roughly 2 steps.How many buckets do you need ?
"
252,252,36,0.284700006,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sort', 'good', 'fit', 'description', 'stableb', 'case', 'average', 'case', 'log', 'bad', 'case', 'log']","Which sorting algorithm best fits this description:StableBest case : (n log n)Average case: (n log n)Worst case: (n log n)
"
253,253,35,0.300700009,"int, if, for, while, return, follow, code, mean, sum, new","['runtime', 'complexity', 'for', 'int', 'test', 'int', 'for', 'for', 'int', 'test', 'for', 'int', 'test']","What is the runtime complexity for this code?for (int i=1; i<n; i++) System.out.println(“test”);int y = n;for (int j=1; j<n; j++) for (int k=1; k<y; k++) System.out.println(“test2”); y = y/2; for(int x = 10; x > 0, x = x-1) System.out.println(""test3"");
"
254,254,30,0.1021,"true, statement, big, follow, planation, factor, notation, position, rule, omega","['follow', 'statement']","Which of the following statement is FALSE.
"
255,255,36,0.1197,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'statement', 'sort', 'algorithm', 'false']","Which of the following statements about sorting algorithms is false?
"
256,256,36,0.142900005,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['hybrid', 'sort', 'algorithm']","What is a hybrid sorting algorithm?
"
257,257,25,0.246399999,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['difference', 'singly', 'link', 'list', 'doubly', 'link', 'list']","What is the difference between a singly linked list and a doubly linked list?
"
258,258,36,0.158000007,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'list', 'sort', 'first', 'letter', 'sort', 'produce', 'follow', 'output', 'property', 'guarantee', 'true', 'sort', 'algorithm', 'use']","The following list is being sorted by first letter only:hondahalloumibeeThe sorting algorithm produces the following output:beehalloumihondaWhat property is guaranteed to be true about the sorting algorithm used?
"
259,259,2,0.180600002,"tree, binary, node, avl, search, child, root, follow, height, leaf","['show', 'binary', 'search', 'tree', 'represent', 'value', 'node', 'tree', 'if', 'value', 'insert', 'order', 'would', 'value']","Below shows a binary search tree where V represents the values of each node in the tree. If the values had been inserted in the order 11, 4, 16, 2, 14, 19, 9, 3, 17, 12, 1, 15, 27, 10, 7 what would the value of X (in diagram) be? V V V V V V VV V V V X V V V
"
260,260,49,0.064499997,"operation, great, remain, put, var, ask, power, much, relation, box",['relation'],"With relation to graphs, what isdepth-first traversal?
"
261,261,52,0.186100006,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['consider', 'follow', 'binary', 'tree', 'traversal', 'traversal', 'node', 'print', 'late']","Consider the following binary tree 17 / \ 14 43 / \ / \ 7 16 34 68 / \ 1 3By which traversal/traversals will the node 14 be printed out the latest?
"
262,262,31,0.151500002,"high, iteration, note, randomly, look_like, condition, often, unanswerable, answerable, deal","['approach', 'deal', 'collision', 'hash', 'table', 'know', 'aslinear', 'probing', 'work']","One of the approaches to dealing with collisions in a hash table is known aslinear probing. How does this work?
"
263,263,53,0.126200005,"must, least, additional, generic, smallest, think, underestimate, satisfied, prove, stand","['order', 'prove', 'function', 'follow', 'condition', 'must', 'satisfied']","In order to prove function f(n) is ?(g(n)), which of the following conditions must be satisfied?
"
264,264,47,0.132300004,"represent, graph, follow, exactly, apply, way, direct, give, distance, path","['give', 'tree', 'apply', 'follow', 'operation', 'give', 'order', 'remove', 'balance', 'node', 'balance', 'factor', 'apply', 'traversalwhich', 'output', 'correct']","Given the tree: 5 / \ 3 10 / \ / \ 2 4 7 11 / / \ \ 1 6 9 12Apply the following operations in the given order:1.Remove 5;2.Re-balance, so that each node has balance factor in {-1,0,1}3.Apply post-traversalWhich output is correct?
"
265,265,19,0.1065,"read, ordermanner, apre, office, house, route, begin, horse, minimise, recursive","['if', 'follow', 'binary', 'tree', 'traverse', 'apre', 'ordermanner', 'order', 'would', 'letter', 'read']","If the following binary tree was to be traversed in apre-ordermanner, in which order would the letters be read?
"
266,266,23,0.153200001,"hash, table, bucket, open, insert, close, key, function, slot, closed","['open', 'hash', 'table']","An open hash table is:
"
267,267,52,0.237900004,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['apply', 'pre', 'order', 'traversal', 'follow', 'tree', 'output']","After applying pre-order traversal on the following tree: 50 / \ 25 63 / \ / 8 31 5 / \ / / 3 10 20 1What will be the output?
"
268,268,36,0.114,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['produce', 'apply', 'sort', 'follow', 'sort', 'array']","What will be produced after applying 3-sorting followed by 2-sorting on the array10,8,50,6,3,0,2,15?
"
269,269,8,0.242599994,"compute, sign, usual, receive, secret, public, check, nfor, connection, multipli","['receive', 'message', 'use', 'usual', 'method', 'public', 'secret', 'sign', 'compute', 'send', 'sign']","Alice receives a message, m, from Bob using the usual RSA encryption method (N and t public, s secret). She signs it by computing h(m) and then sending c = h(m)s(mod N) to Bob. How does Bob verify that Alice signed m?
"
270,270,23,0.338200003,"hash, table, bucket, open, insert, close, key, function, slot, closed","['standard', 'closed', 'hash', 'table', 'linear_probing', 'function', 'wish', 'put', 'follow', 'element', 'exact', 'order', 'table', 'afterwards']","I have a standard closed hash table with linear probing, with the function h(x) = x % 7. I wish to put the following elements: 10, 3, 11, 20, 21, 22, 8 (in that exact order). What does the table look like afterwards?
"
271,271,2,0.082500003,"tree, binary, node, avl, search, child, root, follow, height, leaf","['for', 'bst', 'result', 'perform', 'traversal', 'tree']","For the below BST, what is the result of performing a postorder traversal on the tree?
"
272,272,31,0.063699998,"high, iteration, note, randomly, look_like, condition, often, unanswerable, answerable, deal","['asymptotic', 'high']","Which Asymptotic Complexity has the highest growth rate:
"
273,273,18,0.313600004,"look, like, system, abstraction, talk, unnecessary, distraction, manner, hide, abstract","['large', 'company', 'look', 'store', 'employee', 'would', 'number', 'open', 'hash', 'table', 'currently', 'employee', 'however', 'would', 'like', 'future', 'proof', 'system', 'design', 'system', 'for', 'capacity', 'would', 'like', 'perform', 'operation', 'certain', 'id', 'average', 'number', 'step', 'many', 'bucket', 'would', 'hash', 'table', 'require', 'fit', 'specification']","A large company is looking to store their employee ID numbers in an open hash table. They currently have 20,000 employees, however they would like to future proof their system and design their system for a capacity of 30,000. They would like to perform operations on certain IDs with an average number of steps at 4. How many buckets would their hash table require to fit these specifications?
"
274,274,2,0.188199997,"tree, binary, node, avl, search, child, root, follow, height, leaf","['binary', 'tree', 'level', 'full', 'exceptfor', 'last', 'level', 'half', 'full', 'manynode']","A binary tree has six levels, and all are full exceptfor the last level, which is only half full. How manynodes does it have?
"
